64363983,"""['bmi_catlt40' 'bmi_cat0' 'albumin_catgt3.5' 'albumin_catlt3.5'"
49520109,"Error sending result: '[<keras.callbacks.History object at 0x7f93fe43c7b8>]'. Reason: 'TypeError(""can't pickle _thread.lock objects"",)'"
63361907,"Input contains NaN, infinity or a value too large for dtype('float64')."
45837885,'ascii' codec can't decode byte 0xc3 in position 312: ordinal not in range(128)
45837885,'ascii' codec can't decode byte 0xc3 in position 312: ordinal not in range(128)
48253844,could not convert string to float: 'male'
44353799,list index out of range
20437259,NULL result without error in PyObject_Call
16330366,unsupported operand type(s) for -: 'numpy.ndarray' and 'numpy.ndarray'
16330366,Found array with dim 40663. Expected 244768
62894945,"Found input variables with inconsistent numbers of samples: [83292, 5]"
52359797,The number of classes has to be greater than one; got 1
52359797,The number of classes has to be greater than one; got 1
34213199,You appear to be using a legacy multi-label data representation. Sequence of sequences are no longer supported; use a binary array or sparse matrix instead.
34213199,You appear to be using a legacy multi-label data representation. Sequence of sequences are no longer supported; use a binary array or sparse matrix instead.
34213199,could not convert string to float: <value of ColC here>
56549270,cannot import name 'MultiOutputMixin' from 'sklearn.base' (C:\Users\Usuario\Anaconda3\lib\site-packages\sklearn\base.py)
40669951,multiclass-multioutput is not supported
40669951,Can't handle mix of binary and multiclass-multioutput
60920877,negative column index found
59448048,module '__main__' has no attribute 'objective'
55128356,Found array with dim 3. Estimator expected <= 2.
55128356,Found array with dim 3. Estimator expected <= 2.
43864800,unorderable types: str() > float()
43864800,could not convert string to float: 'n'
58155491,Found input variables with inconsistent numbers of samples:
34761945,invalid index
31621967,Array of type 'byte' required.  Array of type 'bool' given
24714297,bad input shape ()
60967077,"Found input variables with inconsistent numbers of samples: [10, 20]"
49094854,empty vocabulary; perhaps the documents only contain stop words
56649173,"Found input variables with inconsistent numbers of samples: [9, 3]"
60418592,Number of features of the model must match the input. Model n_features is 256 and input n_features is 240
59293402,type object 'sklearn.tree._criterion.array' has no attribute '__reduce_cython__'
59094710,could not convert string to float: 'Dell_b2:5b:a6'
52616617,Complex data not supported
64846142,"k should be >=0, <= n_features = 446; got 447. Use k='all' to return all features."
64846142,"k should be >=0, <= n_features = 446; got 447. Use k='all' to return all features."
28667594,vocabulary_ not found
58876954,unknown opcode
60372345,'LSTAT' is not in list
25134428,Array contains NaN or infinity.
30188135,'SVC' object has no attribute 'classes_'
48917781,Only one class present in y_true. ROC AUC score is not defined in that case.
53172401,module 'sklearn.covariance' has no attribute 'GraphicalLassoCV'
58829489,"All estimators should implement fit and transform, or can be 'drop' or 'passthrough' specifiers. '[('imputer', SimpleImputer(add_indicator=False, copy=True, fill_value='none',"
64924411,"Buffer has wrong number of dimensions (expected 1, got 2)"
47060108,"array() argument 1 must be a unicode character, not list"
54957053,could not convert string to float: 'thal'
30757431,"Unknown label type: array([ 1.,  1.,  1.,  1.,  1.,  1.,  1.,  1.,  1.,  1.,  1.,  1.,  1.,"
60868629,"Solver lbfgs supports only 'l2' or 'none' penalties, got l1 penalty."
37678471,too many indices for array
28321117,Can't handle mix of multiclass and unknown
29112602,No such file or directory
61695645,could not convert string to float: 'natural born killers'
47477728,"""['team' 'opponent'] not in index"""
51779042,could not convert string to float: 'KomodoDragon'
55019516,"(0, 0)"
28890418,Traceback (most recent call last):
51852502,[WinError 2] The system cannot find the file specified
22752931,only integer arrays with one element can be converted to an index
35488627,invalid literal for float(): 20140604T000000
59081406,list index out of range
54618946,DLL load failed: The specified procedure could not be found.
50090673,setting an array element with a sequence.
58163026,continuous is not supported
54453219,DLL load failed: The specified module could not be found.
47702097,"cannot reshape array of size 20 into shape (10,1)"
59618368,No module named 'sklearn_extra'
59618368,
59618368,module 'enum' has no attribute 'IntFlag'
52483935,Unknown label type: 'unknown'*****
63716139,'str' object has no attribute 'decode'
63716139,'charmap' codec can't decode byte 0x9d in position 803: character maps to <undefined>
61106509,cannot import name '__check_build' from partially initialized module 'sklearn' (most likely due to a circular import) (C:\Users\user\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\sklearn\__init__.py)
38470124,"Unknown label type: array([[  2.72000000e+00],"
19265097,only integer arrays with one element can be converted to an index
47916335,No module named 'scipy'
20403876,'DictVectorizer' object has no attribute 'vocabulary_'
61626072,illegal value in 4-th argument of internal None
59131522,"operands could not be broadcast together with shapes (100000,2) (100000,) (100000,2)"
61335499,"non-broadcastable output operand with shape (1,1) doesn't match the broadcast shape (1,9)"
37697654,function takes at most 2 arguments (3 given)
62072690,Found array with dim 4. Estimator expected <= 2.
50780487,could not convert string to float: '?'
19274471,ndarray is not C-contiguous
43702571,"Found input variables with inconsistent numbers of samples: [33, 1]"
59932666,Found array with dim 3. Estimator expected <= 2.
65080328,an integer is required (got type bytes)
53370715,'int' object has no attribute 'lower'
43994505,tuple index out of range
48222803,pop from empty list
55090337,"The least populated class in y has only 1 member, which is too few. The minimum number of groups for any class cannot be less than 2."
58475716,self.c_map cannot be converted to a Python object for pickling
61069810,Transformer pipeline (type Pipeline) does not provide get_feature_names.
59667667,DLL load failed: The specified module could not be found.
15274696,cannot import name check_build
28093984,dimension mismatch
32877365,'Thread' object has no attribute '_children'
19176361,Found array with dim 267. Expected 16
40051170,cannot convert float infinity to integer
44566461,setting an array element with a sequence.
61938210,Found unknown categories ['?'] in column 7 during transform
44323005,You appear to be using a legacy multi-label data representation. Sequence of sequences are no longer supported; use a binary array or sparse matrix instead.
44323005,You appear to be using a legacy multi-label data representation. Sequence of sequences are no longer supported; use a binary array or sparse matrix instead.
46599461,__call__() takes at least 4 arguments (3 given)
46599461,Custom_Score() takes exactly 3 arguments (2 given)
45688810,"bad input shape (9280, 39)"
22496910,
52999018,"not enough values to unpack (expected 3, got 0)"
34524084,cannot import name cd_fast
58255107,Last step of Pipeline should implement fit. '      SeniorCitizen  Partner  Dependents  tenure  PhoneService  \
51140650,"Cannot clone object Apply(fn=<numpy.lib.function_base.vectorize object at 0x00000201E64780B8>), as the constructor does not seem to set parameter fn"
58113265,"bad input shape (22, 2)"
50750052,empty vocabulary; perhaps the documents only contain stop words
62520099,"""None of [Index(['Name', 'Sex', 'Ticket', 'Cabin', 'Embarked'], dtype='object')] are in the [columns]"""
31812147,
63308474,can only convert an array of size 1 to a Python scalar
29005004,No module named typedefs`
37577210,Building scikit-learn requires Cython >= 0.21
43729651,__init__() takes exactly 1 positional argument (0 given)
60020698,"Input contains NaN, infinity or a value too large for dtype('float32')."
59350224,"Found input variables with inconsistent numbers of samples: [2, 921]"
32085904,Not implemented for this type
46949235,DLL load failed: The specified module could not be found.
34518141,"shapes (1,127) and (144,) not aligned: 127 (dim 1) != 144 (dim 0)"
62855418,cannot import name '__check_build' from partially initialized module 'sklearn' (most likely due to a circular import) (C:\Users\tonyp\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\sklearn\__init__.py)
46909217,bad input shape ()
57854878,None
51149589,
59594583,239
19328028,invalid syntax
47758387,DLL load failed: %1 ist keine zulässige Win32-Anwendung.
27257339,'bytes' object is not callable
37782049,
62717770,[WinError 126] The specified module could not be found
36567961,'list' object has no attribute 'argmax'
65113356,Input contains NaN
64480165,"""None of [Int64Index([8], dtype='int64')] are in the [columns]"""
51231260,"Unknown label type: (array([[0.0970681 ],"
60236102,"not enough values to unpack (expected 3, got 2)"
52687235,"dlopen(/Users/Monday123/Downloads/anaconda/lib/python3.6/site-packages/daal/_daal.cpython-36m-darwin.so, 2): Library not loaded: @rpath/libdaal_core.dylib"
58416514,Incompatible dimension for X and Y matrices: X.shape[1] == 38 while Y.shape[1] == 43
42977098,Unknown label type: 'continuous'
49355517,float() argument must be a string or a number
46356773,dimension mismatch
49398834,Can't get attribute 'NLP' on <module '__main__' (built-in)>
55975805,DLL load failed: The specified module could not be found.
55975805,No module named 'sklearn.utils.as_float_array'
59433909,DLL load failed: The specified module could not be found.
47102150,cannot import name 'bincount'
55840738,module '__main__' has no attribute 'AverageWordLengthExtractor'
38989272,The value of the sklearn2pmml.decoration.ContinuousDomain.data_min_ attribute (null) is not a supported array type
32316336,Found arrays with inconsistent numbers of samples: [  1 100]
62728913,"'(array([[ 23],"
61074634,multiclass format is not supported
53975449,DLL load failed: The specified module could not be found.
57511359,tuple index out of range
35953300,Data is not binary and pos_label is not specified
60132576,blocks must be 2-D
57533799,Classification metrics can't handle a mix of  continuous-multioutput and multiclass targets
48973628,cannot import name _remove_dead_weakref
60884275,"Supported target types are: ('binary', 'multiclass'). Got 'multiclass-multioutput' instead."
35416989,Hub connection request timed out
39459006,index 60527 is out of bounds for axis 0 with size 41376
59079086,cannot import name qr_insert
59066728,Cannot cast array data from dtype('float64') to dtype('<U32') according to the rule 'safe'
40891942,Restore folder doesn't contain model definition.
54009432,unsupported pickle protocol: 3
64284756,__init__() got an unexpected keyword argument 'replacement'`
63542086,"Cannot clone object <tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x000002384870B390>, as the constructor either does not set or modifies parameter hidden_layers"
25430384,cannot import name inplace_column_scale
56773250,Unknown label type: (0              1
41128397,Unknown label type: 'unknown'
57007630,too many values to unpack (expected 4)
49351616,GPU sync failed
59137760,invalid type promotion
62443443,cannot perform reduce with flexible type
46921047,'utf-8' codec can't decode byte 0x80 in position 0: invalid start byte
41273637,fit_transform() takes 2 positional arguments but 3 were given
47383696,hog() got an unexpected keyword argument 'visualize'
40803684,"[joblib] Attempting to do parallel computing without protecting your import on a system that does not support forking. To use parallel-computing in a script, you must protect your main loop using ""if __name__ == '__main__'"". Please see the joblib documentation on Parallel for more information"
39356560,cannot convert the series to <type 'float'>
61937607,"Program terminated with status: 1. stderr follows: 'C:\Users\Subba' is not recognized as an internal or external command,"
57497759,Unknown label type: 'continuous'
57388124,cannot import name 'LogisticRegression'
55195697,"bad input shape (11, 11)"
48962346,empty vocabulary; perhaps the documents only contain stop words
31196924,DLL load failed: The specified module could not be found.
33915940,"Unknown label type: array([[ 2.09895 ],"
34777210,JoblibMemoryError
59224166,DLL load failed: The specified procedure could not be found.
25829358,tuple index out of range
25829358,adding a nonzero scalar to a sparse matrix is not supported
27649083,incompatible dimensions
61007141,all the input array dimensions except for the concatenation axis must match exactly
22722517,'list' object has no attribute 'analyze'
25001270,cannot import name choice
27588845,Cannot cast array data from dtype('float64') to dtype('S32') according to the rule 'safe'
43065575,"Found input variables with inconsistent numbers of samples: [300, 3]"
15220961,empty vocabulary; training set may have contained only stop words or min_df  (resp. max_df) may be too high (resp. too low).
58395934,Could not interpret optimizer identifier: None
53553485,setting an array element with a sequence.
32857903,"X.shape[1] = 181 should be equal to 865, the number of   features at training time"
65117386,min_faces_per_person=25 is too restrictive
38594624,ufunc 'subtract' did not contain a loop with signature matching types dtype('<U32') dtype('<U32') dtype('<U32')
43407896,__init__() got an unexpected keyword argument 'penalty'
37632550,"Found array with 0 sample(s) (shape=(0, 40)) while a minimum of 1 is required."
45291093,Expected only 1 output in the scikit-learn tree.
57696925,"Input contains NaN, infinity or a value too large for dtype('float32')."
64902209,"Cannot clone object <tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000028D64D48A90>, as the constructor either does not set or modifies parameter layers"
61007727,'X' and 'missing_values' types are expected to be both numerical. Got X.dtype=float64 and  type(missing_values)=<class 'str'>.
60232314,DLL load failed: The specified procedure could not be found.
61718716,could not convert string to float: 'Male'
62793756,"Found array with 0 feature(s) (shape=(2794, 0)) while a minimum of 1 is required by check_pairwise_arrays."
47981756,'str' object has no attribute 'format'
20836840,"numpy.ufunc has the wrong size, try recompiling"
59006937,cannot import name 'softmax' from 'scipy.special' (C:\Users\Alienware\Anaconda3\envs\tf2\lib\site-packages\scipy\special\__init__.py)
59006937,ufunc 'exp' output (typecode 'd') could not be coerced to provided output parameter (typecode 'l') according to the casting rule ''same_kind''
30791682,'dict' object is not callable
54384473,name 'X' is not defined
40684734,Data must be 1-dimensional
54669666,'numpy.ndarray' object has no attribute 'lower'
49949224,
35760256,ndarray is not C-contiguous
39505783,unorderable types: str() > float()
37879138,Traceback (most recent call last):
37879138,No module named numpy
37879138,No module named scipy
35201968,'module' object has no attribute 'tokenize_terms'
32147007,cannot perform reduce with flexible type
36320787,A value in x_new is below the interpolation range.
59483453,'GaussianHMM' object has no attribute '_covars_'
54870799,unhashable type: 'numpy.ndarray'
64673064,"matmul: Input operand 1 has a mismatch in its core dimension 0, with gufunc signature (n?,k),(k,m?)->(n?,m?) (size 558 is different from 544)"
55529044,float() argument must be a string or a number
45227229,"logits and labels must be same size: logits_size=[256,1161] labels_size=[1,1161]"
51037737,"x and y must have same first dimension, but have shapes (4200,) and (16800, 1)"
53507902,y contains previously unseen labels: [-2]
40745180,"blocks[0,:] has incompatible row dimensions"
60237791,supplying multiple axes to axis is no longer supported.
50953127,"Found array with 0 feature(s) (shape=(15, 0)) while a minimum of 1 is required."
16270679,'str' object has no attribute 'decode'
64601847,name '_tree' is not defined
59192681,local variable 'X' referenced before assignment
50901281,Traceback (most recent call last)
55415891,x and y must be the same size
18812338,array is too big.
31825874,Not implemented for this type
33603787,"A sparse matrix was passed, but dense data is required. Use X.toarray() to convert to a dense numpy array."
33603787,
50134054,unhashable type: 'slice'
54060677,Singleton array array(0) cannot be considered a valid collection.
60429660,"Unable to allocate 15.4 GiB for an array with shape (45466, 45466) and data type float64"
40371271,unhashable type: 'list'
60627615,could not convert string to float: '/organization/crowdpc-inc
62717722,A worker process managed by the executor was unexpectedly terminated. This could be caused by a segmentation fault while calling the function or by an excessive memory usage causing the Operating System to kill the worker.
44643123,The pipeline object is not an instance of PMMLPipeline
29269397,negative dimensions are not allowed
48516633,lower not found
61867945,cannot import name 'six' from 'sklearn.externals' (C:\Users\<my username>\AppData\Local\Programs\Python\Python38-32\lib\site-packages\sklearn\externals\__init__.py)
50920908,multilabel-indicator is not supported
39210127,y contains new labels: [nan]
36363072,"bad input shape (2923, 9)"
37014996,"range() integer end argument expected, got float."
43176916,'ShuffleSplit' object is not iterable
35970126,19834920 requested and 8384502 written
59815973,"If using all scalar values, you must pass an index"
41880459,setting an array element with a sequence.
54560836,"blocks[0,:] has incompatible row dimensions. Got blocks[0,1].shape[0] == 1, expected 19634."
48901691,'NoneType' object is not iterable
53850538,cannot import name 'Empty' from 'queue' (C:\Users\Pieter\Python pro
51462538,
48046646,/home/ajshack_pg/sklearn/__check_build/_check_build.so: undefined symbol: PyUnicodeUCS4_DecodeUTF8
48490411,Can't pickle <type 'module'>: it's not found as __builtin__.module
63479213,'NoneType' object has no attribute 'lower'`
44765165,setting an array element with a sequence.
43026934,Traceback (most recent call last):
58170730,'Sequential' object has no attribute 'classes_'
58170730,'Sequential' object has no attribute 'classes_'
52082477,'list' object has no attribute 'lower'
41881086,"could not broadcast input array from shape (100,2) into shape (100)"
41881086,"could not broadcast input array from shape (100,2) into shape (100)"
61383287,[WinError 193] %1 is not a valid Win32 application
38108832,could not convert string to float: b
62328486,DLL load failed: The specified procedure could not be found.
29476807,Invalid shape in axis 0: 0.
55108902,module 'numpy' has no attribute 'dtype'
59994781,"Found input variables with inconsistent numbers of samples: [360, 144]"
63582890,'SelectKBest' object has no attribute '_validate_data'
61111212,"Cannot load backend 'TkAgg' which requires the 'tk' interactive framework, as 'headless' is currently running"
45780449,incompatible sizes: argument 'height' must be length 5 or scalar
47564903,u'cf3024@gmail.com'
55120637,tuple index out of range
12444316,only integer arrays with one element can be converted to an index
48252006,This SVC instance is not fitted yet. Call 'fit' with appropriate arguments before using this method.
64965190,Found array with dim 3. Estimator expected <= 2.
62929273,"blocks[0,:] has incompatible row dimensions. Got blocks[0,8].shape[0] == 7920, expected 1."
52547379,DLL load failed: The specified module could not be found.
63305459,'float' object is not callable
27046786,
52928348,DLL load failed: The specified module could not be found.
55885403,take_nd() got an unexpected keyword argument 'axis'
59226093,"shapes (10,1) and (20,20) not aligned: 1 (dim 1) != 20 (dim 0)"
44076195,setting an array element with a sequence.
56730158,unhashable type: 'set'
46051985,"Input contains NaN, infinity or a value too large for dtype('float64')."
52792692,Importing the multiarray numpy extension module failed.  Most
32464356,
64545949,classifier has no decision_function or predict_proba method.
23980755,Can't pickle <type 'instancemethod'>: attribute lookup __builtin__.instancemethod failed
57272110,'numpy.ndarray' object has no attribute 'lower'
57272110,cannot use a string pattern on a bytes-like object
57484399,DLL load failed: The specified module could not be found.
57484399,module 'scipy' has no attribute '_lib'
57484399,DLL load failed: The specified module could not be found.
26444907,"For multi-task outputs, use MultiTaskLassoCV"
63040630,"bad input shape (139, 9)"
26367075,'numpy.ndarray' object has no attribute 'lower'
26367075,'numpy.ndarray' object has no attribute 'lower'
49259305,"np.nan is an invalid document, expected byte or unicode string."
62957667,DLL load failed: The file cannot be accessed by the system.
46702675,"bad input shape (18165, 25)"
48702761,setting an array element with a sequence.
28954926,Data is not binary and pos_label is not specified
45457225,No module named 'sklearn.__check_build._check_build'
57292669,tuple index out of range
35847269,global name 'dot_parser' is not defined
62473466,issubclass() arg 2 must be a class or tuple of classes
57599021,invalid stod argument
37681953,No module named 'kmodes.util'
49987532,"Found input variables with inconsistent numbers of samples: [23038, 7680]"
36677791,cannot import name _fftpack
42882207,"Incorrect number of features. Got 2 features, expected 73122"
59258479,6
62412188,'ascii' codec can't encode characters in position 18-19: ordinal not in range(128)
64927925,DLL load failed while importing _arpack: The specified procedure could not be found.```
64542271,cannot import name 'logger' from 'joblib' (unknown location)
50651861,you must first build vocabulary before training the model
25175318,
55738711,"Expected 2D array, got scalar array instead:"
53560187,XA and XB must have the same number of columns (i.e. feature dimension.)
52132774,"Input contains NaN, infinity or a value too large for dtype('float64')."
52132774,"Input contains NaN, infinity or a value too large for dtype('float64')."
64576747,"Expected 2D array, got 1D array instead:"
64576747,"Expected 2D array, got 1D array instead:"
64576747,'numpy.ndarray' object has no attribute 'apply'
64576747,"Expected 2D array, got 1D array instead:"
45898858,'max_depth=100'
56484351,
48288367,"Found input variables with inconsistent numbers of samples: [31876, 2]"
36488564,'list' object has no attribute 'values'
59659583,
50322384,DLL load failed: %1 is not a valid Win32 application.
55485099,Lengths must match to compare
64614736,"np.nan is an invalid document, expected byte or unicode string."
22257836,all the input arrays must have same number of dimensions
22257836,all the input array dimensions except for the concatenation axis must match exactly
11464445,"numpy.ndarray has the wrong size, try recompiling"
43353738,"Found input variables with inconsistent numbers of samples: [163423, 1]"
38242237,'DataFrame' object has no attribute 'tree_'
60550897,'ColumnTransformer' object has no attribute '_feature_names_in'
34347971,unknown url type: 0.0
41635426,JoblibIndexError
60589216,Length of values does not match length of index
50665942,setting an array element with a sequence.
53198192,No module named 'sklearn.decomposition'
53198192,Traceback (most recent call last):
36921068,math domain error
55940318,"could not convert string to float: '[""b\'RT @Avalanche: Only two cities have two teams in the second round of the playoffs...\\\"
24282900,fit() got an unexpected keyword argument 'random_seed'
65051748,'MILBoostClassifier' object has no attribute '_validate_X_predict'
62236778,Invalid input - all samples with positive weights have the same label.
25104075,No module named nose.tools
25104075,cannot import name libsvm
44669921,"Input contains NaN, infinity or a value too large for dtype('float64')."
36236153,cannot import name check_arrays
49329403,Classification metrics can't handle a mix of multiclass and multiclass-multioutput targets
49329403,"Found input variables with inconsistent numbers of samples: [356, 209]"
63609848,'OneClassSVM' object has no attribute 'decision_scores_'
53289115,"Found array with 0 sample(s) (shape=(0, 40)) while a minimum of 1 is required."
43409811,'float' object is not iterable
59809219,wrapper() takes 1 positional argument but 2 were given
25976672,unhashable type: 'numpy.ndarray'
35247687,Found arrays with inconsistent numbers of samples: [199 299]
55302500,Only one class present in y_true. ROC AUC score is not defined in that case.
56460113,The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
45695814,invalid syntax
59321650,cannot import name 'LatentDirichletAllocation'
45163639,"Input 0 is incompatible with layer simple_rnn_8: expected ndim=3, found ndim=2"
40692017,Can't handle mix of multiclass and continuous-multioutput
35439723,"float() argument must be a string or a number, not 'Timestamp'"
51295392,could not convert string to float: V2781
47418063,"bad input shape (25000, 0)"
61941818,fit() missing 1 required positional argument: 'y'
20104999,
59384122,"shapes (5000,7001) and (4000,2) not aligned: 7001 (dim 1) != 4000 (dim 0)"
63890583,"output_type='binary', but y.shape = (30, 3)"
28797769,No module named numpy_pickle
41179710,"Unknown label type: (array([0, 0, 0, ..., 0, 0, 0], dtype=object),)"
62616406,transform() missing 1 required positional argument: 'y'
63164175,'numpy.ndarray' object has no attribute 'columns'
64960334,setting an array element with a sequence.
64960334,setting an array element with a sequence.
36873082,index 6 is out of bounds for axis 0 with size 3
59782522,"""None of [Int64Index([ 767,  789,  791,  793,  798,  799,  803,  805,  810,"
42736237,could not convert string to float: 'A string that only appears in column 16 or 18 of my data'
58767228,'gss year for this respondent'
47957151,"Expected 2D array, got 1D array instead:"
54310818,expected string or bytes-like object
55501848,arrays used as indices must be of integer (or boolean) type
55678112,"Found array with 0 sample(s) (shape=(0, 1)) while a minimum of 1 is required by MinMaxScaler."
46105015,y contains new labels: ['Account Access' 'Alert Generation' 'Appworx'
38351778,"Input contains NaN, infinity or a value too large for dtype('float32')."
58147761,could not convert string to float: 'Florida'
17013457,cannot create an OBJECT array from memory buffer
26899025,'SklearnClassifier' object has no attribute '_vectorizer'
21511420,index (4) out of range
29412348,"k should be >=0, <= n_features; got 10000.Use k='all' to return all features."
56913478,setting an array element with a sequence.
56913478,setting an array element with a sequence.
63070040,"Found input variables with inconsistent numbers of samples: [60000, 60001]"
45771064,"float() argument must be a string or a number, not 'SelectFdr'"
42732377,Unknown MS Compiler version 1900
63192302,[WinError 126] Impossibile trovare il modulo specificato
58174529,"Wrong number of items passed 1, placement implies 100"
24879141,The number of classes has to be greater than one.
60232792,'NoneType' object has no attribute 'fit'
44172608,No module named scipy
52171610,"Expected 2D array, got 1D array instead:"
51359476,module '__main__' has no attribute 'cosine_distance'
55447538,cannot import name '_UnstableArchMixin' from 'sklearn.base' (E:\Anaconda37\lib\site-packages\sklearn\base.py)
54366265,Cannot clone object '<keras.engine.sequential.Sequential
20330445,Cannot clone object '<class __main__.my_estimator at 0x05ACACA8>' (type <type 'classobj'>): it does not seem to be a scikit-learn estimator a it does not implement a 'get_params' methods.
45983690,'_check_build.pyx' doesn't match any files
20509111,[Errno 1] Operation not permitted: '/home/local/Training_features/classifier_50.pkl'
51404590,too many indices for array
32857714,<urlopen error [Errno 10109] getaddrinfo failed>
40192440,"Found input variables with inconsistent numbers of samples: [16, 8760]"
21342831,X and y have incompatible shapes.
45444213,"labels_true must be 1D: shape is (3, 2)"
33447808,array must not contain infs or NaNs
37749791,/illumina/thirdparty/python/python-2.7.5/lib/python2.7/site-packages/sklearn/svm/libsvm.so: undefined symbol: _ZTVN10__cxxabiv117__class_type_inf
61088062,
57498267,issubclass() arg 2 must be a class or tuple of classes
62535931,Data must be 1-dimensional
62535931,Data must be 1-dimensional
57499867,"list indices must be integers or slices, not tuple"
64521370,<class 'sklearn.linear_model.base.LinearRegression'>
24583249,fit() takes exactly 3 arguments (2 given)`
64223102,Unknown label type: 'continuous'
33065876,empty vocabulary; perhaps the documents only contain stop words
44574100,"MinMaxScaler(copy=True, feature_range=(0, 1)) is not JSON serializable"
52008548,Cannot center sparse matrices: pass `with_mean=False` instead. See docstring for motivation and alternatives.
34119932,idf vector is not fitted
59487612,DLL load failed: The specified module could not be found.
20994569,array is too big.
20994569,
20994569,Multiple input features cannot have the same value.
59218169,Failed in nopython mode pipeline (step: nopython frontend)
